_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
611,2025,M9B,CAT,DOMESTIC SH
612,2023,M2N,CAT,DOMESTIC MH
613,2023,M4C,CAT,DOMESTIC SH
614,2023,M1P,CAT,DOMESTIC SH
615,2023,M6E,CAT,DOMESTIC SH
616,2023,M4S,DOG,POODLE TOY
617,2023,M6E,DOG,PEKINGESE
618,2024,M4B,CAT,DOMESTIC SH
619,2023,M1W,CAT,DOMESTIC SH
620,2023,M4K,CAT,DOMESTIC MH
621,2023,M4K,CAT,DOMESTIC SH
622,2023,M4K,CAT,DOMESTIC SH
623,2023,M4K,CAT,RAGDOLL
624,2023,M4R,CAT,DOMESTIC LH
625,2023,M3N,DOG,SHIH TZU
626,2023,M1H,CAT,MAINE COON
627,2023,M3H,DOG,COCKER SPAN
628,2025,M4K,CAT,DOMESTIC SH
629,2023,M4C,DOG,COCKER SPAN
630,2023,M1P,CAT,DOMESTIC SH
631,2024,M4B,CAT,DOMESTIC MH
632,2023,M4K,DOG,POODLE MIN
633,2024,M9A,CAT,DOMESTIC SH
634,2023,M4T,DOG,MALTESE
635,2023,M2P,CAT,DOMESTIC SH
636,2023,M2P,CAT,DOMESTIC LH
637,2024,M6G,CAT,SIAMESE
638,2024,M5T,CAT,RAGDOLL
639,2023,M5T,CAT,RAGDOLL
640,2024,M6P,CAT,DOMESTIC SH
641,2023,M6J,CAT,DOMESTIC SH
642,2023,M6G,CAT,DOMESTIC SH
643,2023,M6J,DOG,SHIH TZU
644,2024,M4J,CAT,DOMESTIC SH
645,2023,M2R,CAT,DOMESTIC SH
646,2023,M2N,CAT,DOMESTIC LH
647,2023,M9P,CAT,DOMESTIC SH
648,2025,M5N,CAT,DOMESTIC SH
649,2024,M5N,CAT,DOMESTIC SH
650,2023,M3A,CAT,DOMESTIC SH
651,2023,M1E,DOG,COCKER SPAN
652,2023,M8Y,DOG,POODLE MIN
653,2024,M3A,CAT,DOMESTIC SH
654,2024,M3A,CAT,DOMESTIC SH
655,2024,M6G,CAT,DOMESTIC MH
656,2024,M1T,DOG,SHIH TZU
657,2023,M4C,DOG,AUST SHEPHERD
658,2023,M6J,CAT,DOMESTIC MH
659,2023,M6J,CAT,TURKISH ANGORA
660,2025,M5J,DOG,SHIH TZU
661,2023,M6J,CAT,SIAMESE
662,2023,M6J,CAT,DOMESTIC LH
663,2024,M1E,CAT,DOMESTIC SH
664,2023,M6G,CAT,DOMESTIC LH
665,2024,M4J,CAT,DOMESTIC SH
666,2023,M4C,CAT,DOMESTIC SH
667,2023,M6G,CAT,DOMESTIC SH
668,2023,M4E,DOG,NORWICH TERRIER
669,2024,M1X,DOG,SHIH TZU
670,2023,M5N,DOG,COTON DE TULEAR
671,2023,M1C,DOG,HAVANESE
672,2025,M3M,DOG,COCKER SPAN
673,2023,M6P,CAT,DOMESTIC SH
674,2024,M4E,CAT,DOMESTIC SH
675,2023,M9A,DOG,POODLE STND
676,2024,M9B,CAT,DOMESTIC SH
677,2023,M9C,CAT,DOMESTIC SH
678,2023,M8V,DOG,YORKSHIRE TERR
679,2023,M8V,CAT,DOMESTIC SH
680,2023,M6R,CAT,DOMESTIC SH
681,2023,M6H,CAT,DOMESTIC SH
682,2023,M6H,CAT,DOMESTIC SH
683,2023,M4B,CAT,DOMESTIC SH
684,2023,M1C,CAT,DOMESTIC SH
685,2025,M4J,CAT,DOMESTIC SH
686,2023,M6S,CAT,DOMESTIC LH
687,2023,M4M,CAT,DOMESTIC LH
688,2023,M6C,DOG,HAVANESE
689,2023,M1C,CAT,DOMESTIC SH
690,2024,M6N,DOG,YORKSHIRE TERR
691,2025,M4M,CAT,DOMESTIC SH
692,2024,M4M,CAT,DOMESTIC SH
693,2023,M4J,DOG,WEST HIGHLAND
694,2024,M3M,DOG,SHIH TZU
695,2023,M4S,DOG,YORKSHIRE TERR
696,2024,M8Z,DOG,SHIH TZU
697,2024,M4C,DOG,PARSON RUSS TER
698,2023,M3B,DOG,AUST SHEPHERD
699,2023,M4L,CAT,SIAMESE
700,2023,M4V,CAT,DOMESTIC MH
701,2023,M2J,DOG,YORKSHIRE TERR
702,2023,M4L,DOG,SHIH TZU
703,2024,M4L,CAT,DOMESTIC SH
704,2023,M1V,DOG,DACHSHUND
705,2024,M5M,DOG,LABRADOR RETR
706,2023,M4G,CAT,DOMESTIC SH
707,2023,M1G,CAT,DOMESTIC SH
708,2026,M4L,DOG,COCKER SPAN
709,2024,M6S,CAT,ABYSSINIAN
710,2023,M2M,CAT,DOMESTIC LH
711,2023,M3C,CAT,DOMESTIC SH
712,2023,M1V,CAT,DOMESTIC SH
713,2023,M1B,CAT,DOMESTIC SH
714,2023,M6L,DOG,BICHON FRISE
715,2024,M1C,CAT,DOMESTIC SH
716,2023,M1P,DOG,SHIH TZU
717,2024,M5P,DOG,HAVANESE
718,2023,M9B,DOG,SCHNAUZER MIN
719,2025,M5N,DOG,HAVANESE
720,2023,M5N,DOG,HAVANESE
721,2023,M6S,CAT,DOMESTIC SH
722,2023,M5A,DOG,LABRADOR RETR
723,2023,M1V,DOG,SHIH TZU
724,2023,M1V,DOG,SHIH TZU
725,2023,M4H,CAT,DOMESTIC SH
726,2023,M1W,CAT,DOMESTIC LH
727,2025,M4E,CAT,DOMESTIC SH
728,2024,M1M,DOG,BASSET HOUND
729,2023,M4K,DOG,TIBETAN TERR
730,2024,M2L,DOG,COCKER SPAN
731,2023,M1W,DOG,POODLE MIN
732,2023,M1V,CAT,DOMESTIC SH
733,2024,M4S,CAT,DOMESTIC SH
734,2023,M1V,DOG,CHIHUAHUA SH
735,2023,M1V,DOG,BICHON FRISE
736,2023,M6G,CAT,DOMESTIC SH
737,2023,M3J,DOG,PARSON RUSS TER
738,2023,M2K,CAT,DOMESTIC SH
739,2024,M2K,CAT,DOMESTIC SH
740,2023,M1G,DOG,BOSTON TERRIER
741,2023,M1S,CAT,RAGDOLL
742,2024,M6C,DOG,VIZSLA
743,2024,M1M,CAT,DOMESTIC SH
744,2025,M4S,CAT,DOMESTIC SH
745,2023,M6S,CAT,DOMESTIC LH
746,2023,M1C,DOG,BICHON FRISE
747,2023,M1S,CAT,DOMESTIC SH
748,2023,M6G,CAT,DOMESTIC SH
749,2023,M6J,CAT,DOMESTIC SH
750,2023,M1L,CAT,DOMESTIC SH
751,2023,M1E,CAT,DOMESTIC SH
752,2023,M1N,CAT,DOMESTIC SH
753,2025,M1L,DOG,GOLDEN RETR
754,2023,M6S,CAT,DOMESTIC SH
755,2023,M1K,CAT,DOMESTIC MH
756,2023,M1L,CAT,DOMESTIC SH
757,2023,M9B,DOG,SHIH TZU
758,2024,M1S,DOG,POODLE TOY
759,2023,M1S,CAT,DOMESTIC SH
760,2023,M9W,DOG,SHIH TZU
761,2023,M1E,DOG,CHINESE CRESTED
762,2024,M6G,CAT,DOMESTIC SH
763,2024,M9A,DOG,PEKINGESE
764,2023,M9C,DOG,BICHON FRISE
765,2024,M9N,DOG,CHIHUAHUA SH
766,2024,M9W,DOG,SHIH TZU
767,2023,M2H,CAT,DOMESTIC SH
768,2024,M6P,DOG,SHIH TZU
769,2023,M4B,CAT,DOMESTIC SH
770,2023,M4B,CAT,DOMESTIC LH
771,2023,M4B,CAT,DOMESTIC SH
772,2023,M2M,CAT,RAGDOLL
773,2023,M1S,CAT,DOMESTIC SH
774,2024,M8Z,CAT,DOMESTIC SH
775,2023,M8Z,CAT,DOMESTIC SH
776,2023,M6P,CAT,DOMESTIC MH
777,2023,M4E,CAT,DOMESTIC SH
778,2025,M4L,CAT,DOMESTIC SH
779,2023,M6S,DOG,POODLE MIN
780,2025,M1L,DOG,TOY FOX TERRIER
781,2023,M8X,DOG,COCKER SPAN
782,2023,M4M,CAT,DOMESTIC SH
783,2023,M4J,DOG,BORDER COLLIE
784,2023,M1E,DOG,PARSON RUSS TER
785,2023,M9A,DOG,SCHNAUZER GIANT
786,2025,M1L,DOG,DACHSHUND
787,2024,M1T,DOG,WEST HIGHLAND
788,2023,M4E,CAT,DOMESTIC SH
789,2023,M6J,DOG,DACHSHUND
790,2023,M4V,DOG,SCHNAUZER MIN
791,2023,M2J,CAT,DOMESTIC LH
792,2023,M1N,CAT,DOMESTIC MH
793,2023,M5V,CAT,DOMESTIC SH
794,2024,M5R,CAT,DOMESTIC LH
795,2024,M5R,CAT,DOMESTIC LH
796,2024,M1N,CAT,DOMESTIC SH
797,2023,M4S,DOG,MALTESE
798,2023,M1N,DOG,GERM SHEPHERD
799,2023,M6P,CAT,DOMESTIC SH
800,2024,M5V,CAT,DOMESTIC SH
801,2024,M1M,CAT,DOMESTIC MH
802,2024,M1C,CAT,DOMESTIC SH
803,2023,M5A,DOG,BOSTON TERRIER
804,2023,M4J,CAT,DOMESTIC SH
805,2023,M5P,DOG,GOLDEN RETR
806,2023,M5E,DOG,SHIBA INU
807,2023,M5E,DOG,SHIBA INU
808,2024,M4E,CAT,DOMESTIC SH
809,2023,M9A,CAT,DOMESTIC MH
810,2024,M4N,DOG,BORDER TERRIER
811,2023,M6G,CAT,DOMESTIC SH
812,2024,M4T,DOG,COTON DE TULEAR
813,2023,M1T,CAT,DOMESTIC SH
814,2023,M6B,CAT,DOMESTIC SH
815,2023,M1N,DOG,NS DUCK TOLLING
816,2023,M4G,CAT,DOMESTIC SH
817,2024,M4X,CAT,DOMESTIC LH
818,2023,M1C,CAT,DOMESTIC SH
819,2023,M6P,CAT,DOMESTIC SH
820,2024,M4J,CAT,DOMESTIC SH
821,2023,M5B,DOG,COCKER SPAN
822,2025,M6R,CAT,DOMESTIC LH
823,2024,M2R,DOG,PAPILLON
824,2023,M4E,DOG,CHOW CHOW
825,2023,M6H,CAT,DOMESTIC SH
826,2023,M6H,CAT,DOMESTIC SH
827,2023,M4S,DOG,LABRADOR RETR
828,2023,M9C,DOG,COCKER SPAN
829,2023,M6N,CAT,DOMESTIC SH
830,2023,M9C,DOG,POODLE TOY
831,2023,M6H,CAT,DOMESTIC SH
832,2023,M4E,CAT,DOMESTIC SH
833,2023,M6K,DOG,CHIHUAHUA SH
834,2025,M6N,CAT,DOMESTIC SH
835,2025,M4K,CAT,DOMESTIC SH
836,2023,M4S,DOG,BEAGLE
837,2023,M6H,DOG,YORKSHIRE TERR
838,2024,M8V,CAT,DOMESTIC LH
839,2023,M9A,CAT,BURMESE
840,2024,M6N,DOG,MIN PINSCHER
841,2023,M6H,DOG,POMERANIAN
842,2024,M1C,CAT,DOMESTIC SH
843,2023,M1C,DOG,PAPILLON
844,2023,M3M,CAT,DOMESTIC LH
845,2025,M9R,CAT,DOMESTIC LH
846,2025,M3C,CAT,BURMESE
847,2024,M3A,DOG,NORW BUHUND
848,2023,M4E,CAT,DOMESTIC SH
849,2023,M6S,DOG,MALTESE
850,2023,M5A,DOG,LHASA APSO
851,2024,M6G,CAT,SIAMESE
852,2024,M9C,CAT,DOMESTIC SH
853,2024,M1C,CAT,DOMESTIC SH
854,2023,M1J,DOG,WEST HIGHLAND
855,2024,M9P,DOG,YORKSHIRE TERR
856,2024,M1R,DOG,CHIHUAHUA SH
857,2023,M1H,CAT,DOMESTIC SH
858,2025,M1H,CAT,DOMESTIC LH
859,2023,M1N,CAT,DOMESTIC LH
860,2023,M1T,DOG,PEKINGESE
861,2023,M3H,DOG,GOLDEN RETR
862,2024,M4K,DOG,POODLE TOY
863,2023,M6C,DOG,CHIHUAHUA SH
864,2023,M8Y,DOG,YORKSHIRE TERR
865,2023,M3K,CAT,DOMESTIC SH
866,2023,M9W,CAT,DOMESTIC SH
867,2024,M1X,CAT,DOMESTIC SH
868,2024,M1X,CAT,DOMESTIC SH
869,2023,M1V,CAT,DOMESTIC LH
870,2023,M6N,DOG,PARSON RUSS TER
871,2023,M3L,DOG,CHIHUAHUA SH
872,2023,M1V,DOG,SHIH TZU
873,2024,M1K,CAT,DOMESTIC SH
874,2025,M4E,CAT,RAGDOLL
875,2023,M3C,DOG,SHIH TZU
876,2023,M1B,CAT,DOMESTIC MH
877,2023,M1B,DOG,BEAGLE
878,2023,M8W,CAT,DOMESTIC SH
879,2024,M8W,CAT,DOMESTIC SH
880,2023,M6N,DOG,COCKER SPAN
881,2025,M4C,CAT,DOMESTIC SH
882,2025,M1B,CAT,DOMESTIC SH
883,2024,M9C,DOG,YORKSHIRE TERR
884,2024,M3J,DOG,COCKER SPAN
885,2023,M5A,DOG,AUST SHEPHERD
886,2023,M2H,DOG,AMER ESKIMO
887,2024,M1E,DOG,BEARDED COLLIE
888,2023,M5P,CAT,DOMESTIC LH
889,2023,M9N,CAT,HIMALAYAN
890,2023,M1K,CAT,DOMESTIC SH
891,2023,M6S,CAT,DOMESTIC SH
892,2023,M1K,CAT,DOMESTIC SH
893,2024,M3B,DOG,WEST HIGHLAND
894,2023,M6H,DOG,LABRADOR RETR
895,2023,M2H,DOG,AUST SHEPHERD
896,2023,M1H,CAT,DOMESTIC SH
897,2025,M3C,DOG,SHIH TZU
898,2023,M1B,CAT,DOMESTIC MH
899,2025,M9N,CAT,DOMESTIC MH
900,2024,M1M,DOG,MIN PINSCHER
901,2025,M1S,DOG,POODLE MIN
902,2023,M4X,CAT,DOMESTIC SH
903,2025,M6E,DOG,CANE CORSO
904,2023,M1L,DOG,POMERANIAN
905,2023,M6H,DOG,PARSON RUSS TER
906,2024,M1G,CAT,DOMESTIC SH
907,2024,M1E,DOG,YORKSHIRE TERR
908,2025,M2J,DOG,YORKSHIRE TERR
909,2024,M6K,DOG,COTON DE TULEAR
910,2023,M8V,CAT,DOMESTIC MH
911,2025,M6C,CAT,DOMESTIC SH
912,2023,M6H,DOG,BICHON FRISE
913,2024,M1G,CAT,DOMESTIC SH
914,2023,M9N,CAT,DOMESTIC SH
915,2023,M4L,DOG,YORKSHIRE TERR
916,2023,M9W,CAT,DOMESTIC SH
917,2023,M3N,CAT,DOMESTIC LH
918,2025,M1P,CAT,HIMALAYAN
919,2023,M1W,DOG,YORKSHIRE TERR
920,2024,M4M,CAT,DOMESTIC SH
921,2025,M1J,CAT,DOMESTIC SH
922,2023,M2M,DOG,POODLE MIN
923,2023,M2H,CAT,DOMESTIC SH
924,2023,M4T,DOG,COTON DE TULEAR
925,2025,M6K,CAT,DOMESTIC LH
926,2023,M1W,DOG,YORKSHIRE TERR
927,2024,M1L,CAT,DOMESTIC SH
928,2023,M9B,DOG,MALTESE
929,2025,M1X,CAT,DOMESTIC SH
930,2023,M2M,DOG,SHIH TZU
931,2023,M9C,DOG,CHIHUAHUA SH
932,2024,M6N,CAT,DOMESTIC SH
933,2023,M1K,DOG,SIBERIAN HUSKY
934,2023,M1K,CAT,DOMESTIC SH
935,2023,M3H,DOG,HAVANESE
936,2023,M6E,DOG,CAIRN TERRIER
937,2023,M4B,DOG,PAPILLON
938,2023,M9P,DOG,SC WHEAT TERR
939,2025,M6R,CAT,DOMESTIC MH
940,2024,M5N,DOG,BICHON FRISE
941,2025,M6C,CAT,DOMESTIC SH
942,2025,M9L,CAT,DOMESTIC SH
943,2023,M9W,DOG,SHIH TZU
944,2024,M5T,CAT,DOMESTIC SH
945,2023,M4L,DOG,PUG
946,2024,M6P,CAT,DOMESTIC MH
947,2024,M6P,CAT,DOMESTIC MH
948,2023,M4L,CAT,SIAMESE
949,2023,M4W,CAT,DOMESTIC SH
950,2025,M9A,CAT,DOMESTIC SH
951,2023,M4W,DOG,POODLE TOY
952,2023,M9M,CAT,DOMESTIC SH
953,2023,M5M,DOG,COCKER SPAN
954,2023,M5R,CAT,DOMESTIC MH
955,2023,M6M,DOG,BOSTON TERRIER
956,2023,M4T,CAT,DOMESTIC SH
957,2025,M4X,DOG,COTON DE TULEAR
958,2023,M1E,DOG,BEAGLE
959,2025,M2K,CAT,DOMESTIC LH
960,2024,M9C,CAT,DOMESTIC SH
961,2023,M1S,DOG,SHIH TZU
962,2025,M4X,CAT,DOMESTIC SH
963,2026,M6E,CAT,DOMESTIC LH
964,2023,M4X,CAT,DOMESTIC SH
965,2024,M6G,DOG,SHIH TZU
966,2023,M6N,DOG,SHIH TZU
967,2023,M6P,CAT,DOMESTIC SH
968,2024,M1M,CAT,DOMESTIC SH
969,2023,M6G,CAT,DOMESTIC LH
970,2023,M6G,CAT,DOMESTIC SH
971,2023,M2H,CAT,DOMESTIC SH
972,2023,M1V,CAT,DOMESTIC LH
973,2024,M6G,CAT,DOMESTIC SH
974,2023,M8Y,DOG,POMERANIAN
975,2023,M1N,CAT,DOMESTIC SH
976,2023,M4C,CAT,DOMESTIC SH
977,2023,M2J,CAT,DOMESTIC SH
978,2025,M6P,CAT,DOMESTIC SH
979,2024,M4C,CAT,DOMESTIC SH
980,2023,M6H,CAT,DOMESTIC SH
981,2025,M1W,DOG,SHIH TZU
982,2023,M1N,DOG,WEST HIGHLAND
983,2023,M6G,CAT,DOMESTIC SH
984,2023,M3A,CAT,DOMESTIC SH
985,2023,M6G,CAT,DOMESTIC SH
986,2024,M1G,DOG,PARSON RUSS TER
987,2024,M4N,CAT,DOMESTIC SH
988,2023,M6J,CAT,DOMESTIC SH
989,2023,M6J,CAT,DOMESTIC SH
990,2025,M6M,CAT,DOMESTIC SH
991,2025,M6G,CAT,DOMESTIC SH
992,2023,M4W,DOG,SHIH TZU
993,2024,M5V,DOG,LABRADOR RETR
994,2024,M4N,DOG,COCKER SPAN
995,2024,M1J,CAT,DOMESTIC SH
996,2025,M1J,CAT,DOMESTIC SH
997,2023,M5M,DOG,GOLDEN RETR
998,2023,M9B,DOG,POODLE MIN
999,2023,M6P,CAT,DOMESTIC SH
1000,2025,M9B,CAT,DOMESTIC SH
1001,2023,M1C,CAT,DOMESTIC SH
1002,2023,M4G,DOG,HAVANESE
1003,2023,M4G,DOG,HAVANESE
1004,2024,M4L,DOG,PARSON RUSS TER
1005,2023,M1V,DOG,COTON DE TULEAR
1006,2024,M4B,CAT,DOMESTIC SH
1007,2023,M4L,DOG,WELSH TERRIER
1008,2025,M1T,CAT,DOMESTIC SH
1009,2023,M1X,DOG,SHIH TZU
1010,2023,M6H,CAT,DOMESTIC SH
1011,2023,M5M,CAT,DOMESTIC LH
1012,2023,M4B,DOG,BULLDOG
1013,2023,M1M,CAT,DOMESTIC SH
1014,2024,M1P,CAT,DOMESTIC SH
1015,2025,M2K,CAT,DOMESTIC SH
1016,2023,M4N,DOG,COTON DE TULEAR
1017,2026,M1L,CAT,DOMESTIC SH
1018,2023,M6H,CAT,DOMESTIC SH
1019,2023,M6H,CAT,DOMESTIC MH
1020,2025,M6E,CAT,DOMESTIC MH
1021,2023,M9B,DOG,PAPILLON
1022,2025,M4M,CAT,DOMESTIC SH
1023,2023,M6G,DOG,GOLDEN RETR
1024,2023,M6J,CAT,DOMESTIC SH
1025,2025,M6G,CAT,DOMESTIC SH
1026,2024,M6R,DOG,BOXER
1027,2025,M4W,CAT,RAGDOLL
1028,2023,M6H,CAT,DOMESTIC SH
1029,2023,M6G,CAT,DOMESTIC SH
1030,2025,M4C,CAT,PERSIAN
1031,2023,M6N,DOG,CHIHUAHUA SH
1032,2023,M9C,CAT,DOMESTIC SH
1033,2023,M8V,CAT,DOMESTIC SH
1034,2023,M2N,DOG,SHIH TZU
1035,2023,M1P,CAT,HIMALAYAN
1036,2023,M4X,CAT,DOMESTIC SH
1037,2023,M4T,DOG,BICHON FRISE
1038,2023,M1J,CAT,DOMESTIC SH
1039,2024,M6M,CAT,DOMESTIC SH
1040,2023,M6G,CAT,DOMESTIC SH
1041,2023,M8Z,CAT,DOMESTIC SH
1042,2023,M6R,CAT,DOMESTIC SH
1043,2023,M6R,CAT,DOMESTIC SH
1044,2023,M4E,CAT,DOMESTIC SH
1045,2023,M8Z,DOG,PARSON RUSS TER
1046,2023,M4M,DOG,SHIH TZU
1047,2024,M4L,CAT,DOMESTIC SH
1048,2024,M4L,CAT,DOMESTIC MH
1049,2024,M3H,CAT,DOMESTIC SH
1050,2023,M1P,CAT,DOMESTIC SH
1051,2023,M2J,CAT,DOMESTIC MH
1052,2023,M9C,CAT,DOMESTIC SH
1053,2023,M5P,DOG,BICHON FRISE
1054,2023,M1C,CAT,SIAMESE
1055,2023,M9L,DOG,AUST SHEPHERD
1056,2023,M4K,DOG,COCKER SPAN
1057,2023,M3K,DOG,POMERANIAN
1058,2023,M6M,DOG,YORKSHIRE TERR
1059,2023,M1S,CAT,DOMESTIC LH
1060,2023,M1S,DOG,WEST HIGHLAND
1061,2023,M1W,CAT,DOMESTIC SH
1062,2023,M1W,CAT,DOMESTIC MH
1063,2023,M5P,CAT,DOMESTIC SH
1064,2023,M2J,CAT,MAINE COON
1065,2023,M4C,CAT,DOMESTIC SH
1066,2023,M6B,DOG,BEAGLE
1067,2023,M9A,CAT,DOMESTIC SH
1068,2023,M1C,CAT,DOMESTIC SH
1069,2025,M5M,CAT,DOMESTIC SH
1070,2025,M5M,CAT,DOMESTIC SH
1071,2023,M8V,CAT,DOMESTIC SH
1072,2024,M4C,CAT,DOMESTIC LH
1073,2023,M4C,CAT,DOMESTIC LH
1074,2023,M2K,CAT,DOMESTIC SH
1075,2023,M5N,CAT,DOMESTIC SH
1076,2023,M8V,CAT,DOMESTIC SH
1077,2024,M6N,CAT,DOMESTIC LH
1078,2023,M4J,DOG,DACHSHUND
1079,2024,M5A,DOG,HAVANESE
1080,2023,M4C,CAT,DOMESTIC SH
1081,2023,M6H,DOG,SHIH TZU
1082,2023,M1E,CAT,SIAMESE
1083,2023,M8W,DOG,SHIH TZU
1084,2023,M6K,DOG,WEST HIGHLAND
1085,2023,M4L,CAT,DOMESTIC SH
1086,2023,M3A,DOG,DACHSHUND
1087,2024,M4M,CAT,DOMESTIC SH
1088,2023,M8Y,DOG,BRITTANY
1089,2023,M8Z,CAT,DOMESTIC MH
1090,2026,M8Z,CAT,DOMESTIC MH
1091,2026,M8Z,CAT,DOMESTIC MH
1092,2023,M1C,DOG,MALTESE
1093,2025,M4S,CAT,DOMESTIC LH
1094,2025,M6K,CAT,DOMESTIC SH
1095,2024,M4S,DOG,SCHNAUZER MIN
1096,2023,M1R,DOG,CHIHUAHUA SH
1097,2023,M3K,CAT,DOMESTIC SH
1098,2023,M5M,CAT,DOMESTIC SH
1099,2023,M3M,CAT,SIAMESE
1100,2023,M4W,DOG,LABRADOR RETR
1101,2024,M5M,CAT,DOMESTIC SH
1102,2023,M6P,CAT,DOMESTIC SH
1103,2023,M4S,DOG,MALTESE
1104,2023,M4N,CAT,DOMESTIC SHORT
1105,2024,M6J,CAT,DOMESTIC LH
1106,2023,M2N,CAT,DOMESTIC SH
1107,2023,M4A,DOG,HAVANESE
1108,2023,M5N,DOG,POODLE MIN
1109,2023,M1N,DOG,SHIH TZU
1110,2023,M1X,CAT,DOMESTIC SH
1111,2024,M1X,CAT,DOMESTIC SH
1112,2023,M5A,CAT,DOMESTIC MH
1113,2023,M8Z,CAT,DOMESTIC SH
1114,2024,M9N,CAT,DOMESTIC SH
1115,2024,M8Y,DOG,COCKER SPAN
1116,2025,M6K,CAT,DOMESTIC MH
1117,2023,M1B,DOG,YORKSHIRE TERR
1118,2023,M3B,CAT,MAINE COON
1119,2023,M3A,CAT,DOMESTIC SH
1120,2025,M1P,DOG,COCKER SPAN
1121,2025,M1S,CAT,DOMESTIC SH
1122,2024,M4J,CAT,DOMESTIC SH
1123,2023,M8Y,CAT,DOMESTIC SH
1124,2023,M4K,CAT,DOMESTIC SH
1125,2023,M4E,CAT,DOMESTIC SH
1126,2023,M6G,CAT,DOMESTIC SH
1127,2023,M5V,DOG,SHIH TZU
1128,2024,M9B,CAT,DOMESTIC SH
1129,2023,M9B,CAT,DOMESTIC SH
1130,2024,M9B,CAT,DOMESTIC SH
1131,2023,M6H,CAT,DOMESTIC MH
1132,2024,M6H,CAT,ABYSSINIAN
1133,2023,M9C,DOG,SC WHEAT TERR
1134,2025,M3M,DOG,YORKSHIRE TERR
1135,2023,M4N,CAT,MAINE COON
1136,2023,M8Y,CAT,DOMESTIC SH
1137,2023,M5P,DOG,COCKER SPAN
1138,2023,M1E,CAT,DOMESTIC SH
1139,2025,M3J,CAT,PERSIAN
1140,2023,M6H,CAT,DOMESTIC SH
1141,2023,M1B,DOG,BICHON FRISE
1142,2024,M6A,DOG,CHIHUAHUA SH
1143,2024,M9C,CAT,DOMESTIC SH
1144,2023,M9C,CAT,DOMESTIC SH
1145,2023,M1M,DOG,DACHSHUND
1146,2024,M1P,CAT,DOMESTIC SH
1147,2023,M9C,DOG,MALTESE
1148,2023,M1L,CAT,DOMESTIC SH
1149,2023,M6G,DOG,GREAT PYRENEES
1150,2023,M6H,DOG,SCHNAUZER MIN
1151,2023,M8V,DOG,GOLDEN RETR
1152,2024,M5R,DOG,BICHON FRISE
1153,2023,M3H,DOG,HAVANESE
1154,2023,M6H,CAT,DOMESTIC SH
1155,2023,M1H,DOG,MALTESE
1156,2023,M6M,DOG,CHIHUAHUA SH
1157,2024,M9W,DOG,SHIH TZU
1158,2025,M4J,CAT,DOMESTIC SH
1159,2023,M5M,DOG,TIBETAN SPAN
1160,2024,M4L,DOG,CHIHUAHUA SH
1161,2023,M9B,CAT,DOMESTIC MH
1162,2024,M9B,CAT,DOMESTIC MH
1163,2024,M6K,CAT,DOMESTIC SH
1164,2024,M6K,CAT,DOMESTIC SH
1165,2023,M6J,CAT,DOMESTIC SH
1166,2023,M2M,DOG,ENG BULLDOG
1167,2023,M8X,DOG,SCHNAUZER MIN
1168,2023,M4X,DOG,PEKINGESE
1169,2024,M1V,DOG,CHINESE SHARPEI
1170,2023,M6M,DOG,AUST SHEPHERD
1171,2023,M1B,DOG,SHIH TZU
1172,2024,M6G,DOG,SHIH TZU
1173,2023,M5A,CAT,DOMESTIC SH
1174,2025,M3A,CAT,DOMESTIC SH
1175,2023,M6R,DOG,LABRADOR RETR
1176,2024,M5R,CAT,DOMESTIC SH
1177,2023,M5M,DOG,COCKER SPAN
1178,2023,M4W,DOG,POODLE MIN
1179,2024,M4N,CAT,DOMESTIC SH
1180,2024,M4N,CAT,DOMESTIC SH
1181,2024,M9B,CAT,DOMESTIC SH
1182,2024,M9B,CAT,DOMESTIC SH
1183,2023,M2N,CAT,SIAMESE
1184,2023,M1K,DOG,YORKSHIRE TERR
1185,2023,M9C,DOG,COCKER SPAN
1186,2024,M6H,DOG,COCKER SPAN
1187,2023,M8Y,DOG,WHIPPET
1188,2023,M4K,DOG,PARSON RUSS TER
1189,2023,M4K,CAT,DOMESTIC MH
1190,2023,M6K,CAT,DOMESTIC SH
1191,2023,M6G,CAT,DOMESTIC SH
1192,2024,M2L,DOG,GOLDEN RETR
1193,2024,M2L,DOG,GOLDEN RETR
1194,2023,M6P,CAT,DOMESTIC SH
1195,2023,M1E,CAT,DOMESTIC MH
1196,2023,M4C,CAT,DOMESTIC LH
1197,2023,M4C,CAT,DOMESTIC SH
1198,2023,M5P,DOG,RAT TERRIER
1199,2023,M5P,DOG,PARSON RUSS TER
1200,2023,M4N,DOG,LABRADOR RETR
1201,2023,M9L,CAT,DOMESTIC SH
1202,2023,M1G,DOG,HAVANESE
1203,2025,M5R,DOG,POMERANIAN
1204,2023,M1N,CAT,DOMESTIC LH
1205,2023,M6J,DOG,YORKSHIRE TERR
1206,2025,M4M,CAT,DOMESTIC SH
1207,2023,M6C,DOG,BEAGLE
1208,2024,M5V,CAT,SPHYNX
1209,2024,M1N,DOG,PEKINGESE
1210,2023,M9P,CAT,DOMESTIC SH
1211,2024,M9P,CAT,DOMESTIC SH
1212,2023,M6H,CAT,DOMESTIC SH
1213,2024,M1K,CAT,DOMESTIC SH
1214,2024,M1K,CAT,DOMESTIC MH
1215,2023,M4E,DOG,POODLE STND
1216,2024,M1E,DOG,BASSET HOUND
1217,2023,M4S,DOG,LABRADOR RETR
